DATE,day,month,year,RAINs,PRCPs,TMAXs,TMINs,rain_s,PRCPj,SNOWj,SNWDj,TMAXj,TMINj,prec_j,PRCPs1,TMAXs1,TMINs1,rain_s1,PRCPj1,SNOWj1,SNWDj1,TMAXj1,TMINj1,prec_j1,PRCPs2,TMAXs2,TMINs2,rain_s2,PRCPj2,SNOWj2,SNWDj2,TMAXj2,TMINj2,prec_j2,PRCPs3,TMAXs3,TMINs3,RAINs3,rain_s3,PRCPj3,SNOWj3,SNWDj3,TMAXj3,TMINj3,prec_j3
8/7/1986,7,8,1986,FALSE,0,91,63,0,0.28,0,0,59,48,1,0,84,60,0,0.58,0,0,57,47,1,0,79,53,0,0.54,0,0,59,45,1,0,79,52,0,0.24,0,0,54,45,1,
8/8/1986,8,8,1986,FALSE,0,91,60,0,0,0,0,63,46,0,0,91,63,0,0.28,0,0,59,48,1,0,84,60,0,0.58,0,0,57,47,1,0,79,53,0,0.54,0,0,59,45,1,
8/9/1986,9,8,1986,FALSE,0,88,57,0,0,0,0,62,46,0,0,91,60,0,0,0,0,63,46,0,0,91,63,0,0.28,0,0,59,48,1,0,84,60,0,0.58,0,0,57,47,1,
8/10/1986,10,8,1986,FALSE,0,68,57,0,0,0,0,61,45,0,0,88,57,0,0,0,0,62,46,0,0,91,60,0,0,0,0,63,46,0,0,91,63,0,0.28,0,0,59,48,1,
8/11/1986,11,8,1986,FALSE,0,73,57,0,0.78,0,0,57,50,1,0,68,57,0,0,0,0,61,45,0,0,88,57,0,0,0,0,62,46,0,0,91,60,0,0,0,0,63,46,0,
8/12/1986,12,8,1986,FALSE,0,74,59,0,0.93,0,0,55,44,1,0,73,57,0,0.78,0,0,57,50,1,0,68,57,0,0,0,0,61,45,0,0,88,57,0,0,0,0,62,46,0,
8/13/1986,13,8,1986,FALSE,0,80,56,0,1.53,0,0,60,46,1,0,74,59,0,0.93,0,0,55,44,1,0,73,57,0,0.78,0,0,57,50,1,0,68,57,0,0,0,0,61,45,0,
8/14/1986,14,8,1986,FALSE,0,84,58,0,0.07,0,0,55,45,1,0,80,56,0,1.53,0,0,60,46,1,0,74,59,0,0.93,0,0,55,44,1,0,73,57,0,0.78,0,0,57,50,1,
8/15/1986,15,8,1986,FALSE,0,77,55,0,0,0,0,57,46,0,0,84,58,0,0.07,0,0,55,45,1,0,80,56,0,1.53,0,0,60,46,1,0,74,59,0,0.93,0,0,55,44,1,
8/16/1986,16,8,1986,FALSE,0,78,50,0,0.77,0,0,50,40,1,0,77,55,0,0,0,0,57,46,0,0,84,58,0,0.07,0,0,55,45,1,0,80,56,0,1.53,0,0,60,46,1,
8/17/1986,17,8,1986,FALSE,0,83,54,0,0.21,0,0,52,40,1,0,78,50,0,0.77,0,0,50,40,1,0,77,55,0,0,0,0,57,46,0,0,84,58,0,0.07,0,0,55,45,1,
8/18/1986,18,8,1986,FALSE,0,78,52,0,0.07,0,0,52,41,1,0,83,54,0,0.21,0,0,52,40,1,0,78,50,0,0.77,0,0,50,40,1,0,77,55,0,0,0,0,57,46,0,
8/19/1986,19,8,1986,FALSE,0,75,51,0,0.05,0,0,57,42,1,0,78,52,0,0.07,0,0,52,41,1,0,83,54,0,0.21,0,0,52,40,1,0,78,50,0,0.77,0,0,50,40,1,
8/20/1986,20,8,1986,FALSE,0,83,55,0,0.12,0,0,60,42,1,0,75,51,0,0.05,0,0,57,42,1,0,78,52,0,0.07,0,0,52,41,1,0,83,54,0,0.21,0,0,52,40,1,
8/21/1986,21,8,1986,FALSE,0,87,57,0,0,0,0,60,40,0,0,83,55,0,0.12,0,0,60,42,1,0,75,51,0,0.05,0,0,57,42,1,0,78,52,0,0.07,0,0,52,41,1,
8/22/1986,22,8,1986,FALSE,0,85,54,0,0,0,0,57,43,0,0,87,57,0,0,0,0,60,40,0,0,83,55,0,0.12,0,0,60,42,1,0,75,51,0,0.05,0,0,57,42,1,
8/23/1986,23,8,1986,FALSE,0,78,56,0,1.83,0,0,61,44,1,0,85,54,0,0,0,0,57,43,0,0,87,57,0,0,0,0,60,40,0,0,83,55,0,0.12,0,0,60,42,1,
8/24/1986,24,8,1986,FALSE,0,75,58,0,0,0,0,53,44,0,0,78,56,0,1.83,0,0,61,44,1,0,85,54,0,0,0,0,57,43,0,0,87,57,0,0,0,0,60,40,0,
8/25/1986,25,8,1986,FALSE,0,83,57,0,0.2,0,0,54,43,1,0,75,58,0,0,0,0,53,44,0,0,78,56,0,1.83,0,0,61,44,1,0,85,54,0,0,0,0,57,43,0,
8/26/1986,26,8,1986,FALSE,0,91,59,0,0,0,0,64,41,0,0,83,57,0,0.2,0,0,54,43,1,0,75,58,0,0,0,0,53,44,0,0,78,56,0,1.83,0,0,61,44,1,
8/27/1986,27,8,1986,FALSE,0,88,65,0,0.33,0,0,54,47,1,0,91,59,0,0,0,0,64,41,0,0,83,57,0,0.2,0,0,54,43,1,0,75,58,0,0,0,0,53,44,0,
8/28/1986,28,8,1986,TRUE,0.03,73,60,1,0.91,0,0,57,46,1,0,88,65,0,0.33,0,0,54,47,1,0,91,59,0,0,0,0,64,41,0,0,83,57,0,0.2,0,0,54,43,1,
8/29/1986,29,8,1986,TRUE,0.05,67,60,1,0.45,0,0,56,47,1,0.03,73,60,1,0.91,0,0,57,46,1,0,88,65,0,0.33,0,0,54,47,1,0,91,59,0,0,0,0,64,41,0,
8/30/1986,30,8,1986,TRUE,0.02,65,58,1,0,0,0,55,41,0,0.05,67,60,1,0.45,0,0,56,47,1,0.03,73,60,1,0.91,0,0,57,46,1,0,88,65,0,0.33,0,0,54,47,1,
8/31/1986,31,8,1986,FALSE,0,70,54,0,1.34,0,0,50,43,1,0.02,65,58,1,0,0,0,55,41,0,0.05,67,60,1,0.45,0,0,56,47,1,0.03,73,60,1,0.91,0,0,57,46,1,
9/1/1986,1,9,1986,FALSE,0,74,54,0,0.74,0,0,55,43,1,0,70,54,0,1.34,0,0,50,43,1,0.02,65,58,1,0,0,0,55,41,0,0.05,67,60,1,0.45,0,0,56,47,1,
9/2/1986,2,9,1986,FALSE,0,76,62,0,0.15,0,0,53,42,1,0,74,54,0,0.74,0,0,55,43,1,0,70,54,0,1.34,0,0,50,43,1,0.02,65,58,1,0,0,0,55,41,0,
9/3/1986,3,9,1986,FALSE,0,79,57,0,0,0,0,58,41,0,0,76,62,0,0.15,0,0,53,42,1,0,74,54,0,0.74,0,0,55,43,1,0,70,54,0,1.34,0,0,50,43,1,
9/4/1986,4,9,1986,FALSE,0,82,56,0,0,0,0,62,38,0,0,79,57,0,0,0,0,58,41,0,0,76,62,0,0.15,0,0,53,42,1,0,74,54,0,0.74,0,0,55,43,1,
9/5/1986,5,9,1986,FALSE,0,82,58,0,0,0,0,64,42,0,0,82,56,0,0,0,0,62,38,0,0,79,57,0,0,0,0,58,41,0,0,76,62,0,0.15,0,0,53,42,1,
9/6/1986,6,9,1986,FALSE,0,88,62,0,0,0,0,64,42,0,0,82,58,0,0,0,0,64,42,0,0,82,56,0,0,0,0,62,38,0,0,79,57,0,0,0,0,58,41,0,
9/7/1986,7,9,1986,FALSE,0,72,53,0,0,0,0,62,40,0,0,88,62,0,0,0,0,64,42,0,0,82,58,0,0,0,0,64,42,0,0,82,56,0,0,0,0,62,38,0,
9/8/1986,8,9,1986,FALSE,0,68,54,0,0,0,0,57,39,0,0,72,53,0,0,0,0,62,40,0,0,88,62,0,0,0,0,64,42,0,0,82,58,0,0,0,0,64,42,0,
9/9/1986,9,9,1986,FALSE,0,66,53,0,0.28,0,0,56,43,1,0,68,54,0,0,0,0,57,39,0,0,72,53,0,0,0,0,62,40,0,0,88,62,0,0,0,0,64,42,0,
9/10/1986,10,9,1986,TRUE,0.05,64,52,1,0,0,0,59,44,0,0,66,53,0,0.28,0,0,56,43,1,0,68,54,0,0,0,0,57,39,0,0,72,53,0,0,0,0,62,40,0,
9/11/1986,11,9,1986,FALSE,0,67,46,0,0,0,0,69,47,0,0.05,64,52,1,0,0,0,59,44,0,0,66,53,0,0.28,0,0,56,43,1,0,68,54,0,0,0,0,57,39,0,
9/12/1986,12,9,1986,FALSE,0,73,48,0,0,0,0,59,48,0,0,67,46,0,0,0,0,69,47,0,0.05,64,52,1,0,0,0,59,44,0,0,66,53,0,0.28,0,0,56,43,1,
9/13/1986,13,9,1986,TRUE,0.11,59,49,1,0,0,0,60,39,0,0,73,48,0,0,0,0,59,48,0,0,67,46,0,0,0,0,69,47,0,0.05,64,52,1,0,0,0,59,44,0,
9/14/1986,14,9,1986,FALSE,0,68,46,0,0,0,0,67,41,0,0.11,59,49,1,0,0,0,60,39,0,0,73,48,0,0,0,0,59,48,0,0,67,46,0,0,0,0,69,47,0,
9/15/1986,15,9,1986,FALSE,0,67,48,0,0,0,0,70,46,0,0,68,46,0,0,0,0,67,41,0,0.11,59,49,1,0,0,0,60,39,0,0,73,48,0,0,0,0,59,48,0,
9/16/1986,16,9,1986,TRUE,0.02,70,51,1,0,0,0,60,36,0,0,67,48,0,0,0,0,70,46,0,0,68,46,0,0,0,0,67,41,0,0.11,59,49,1,0,0,0,60,39,0,
9/17/1986,17,9,1986,TRUE,0.27,63,49,1,0,0,0,55,37,0,0.02,70,51,1,0,0,0,60,36,0,0,67,48,0,0,0,0,70,46,0,0,68,46,0,0,0,0,67,41,0,
9/18/1986,18,9,1986,TRUE,0.22,65,51,1,0,0,0,55,38,0,0.27,63,49,1,0,0,0,55,37,0,0.02,70,51,1,0,0,0,60,36,0,0,67,48,0,0,0,0,70,46,0,
9/19/1986,19,9,1986,FALSE,0,69,46,0,0,0,0,53,40,0,0.22,65,51,1,0,0,0,55,38,0,0.27,63,49,1,0,0,0,55,37,0,0.02,70,51,1,0,0,0,60,36,0,
9/20/1986,20,9,1986,FALSE,0,62,49,0,0,0,0,52,39,0,0,69,46,0,0,0,0,53,40,0,0.22,65,51,1,0,0,0,55,38,0,0.27,63,49,1,0,0,0,55,37,0,
9/21/1986,21,9,1986,FALSE,0,63,50,0,1.92,0,0,52,44,1,0,62,49,0,0,0,0,52,39,0,0,69,46,0,0,0,0,53,40,0,0.22,65,51,1,0,0,0,55,38,0,
9/22/1986,22,9,1986,FALSE,0,61,48,0,0.95,0,0,50,42,1,0,63,50,0,1.92,0,0,52,44,1,0,62,49,0,0,0,0,52,39,0,0,69,46,0,0,0,0,53,40,0,
9/23/1986,23,9,1986,TRUE,0.59,59,49,1,1.23,0,0,54,44,1,0,61,48,0,0.95,0,0,50,42,1,0,63,50,0,1.92,0,0,52,44,1,0,62,49,0,0,0,0,52,39,0,
9/24/1986,24,9,1986,TRUE,0.01,61,46,1,0.3,0,0,50,43,1,0.59,59,49,1,1.23,0,0,54,44,1,0,61,48,0,0.95,0,0,50,42,1,0,63,50,0,1.92,0,0,52,44,1,
9/25/1986,25,9,1986,TRUE,0.33,63,42,1,0.25,0,0,50,44,1,0.01,61,46,1,0.3,0,0,50,43,1,0.59,59,49,1,1.23,0,0,54,44,1,0,61,48,0,0.95,0,0,50,42,1,
9/26/1986,26,9,1986,TRUE,0.09,61,49,1,0,0,0,60,39,0,0.33,63,42,1,0.25,0,0,50,44,1,0.01,61,46,1,0.3,0,0,50,43,1,0.59,59,49,1,1.23,0,0,54,44,1,
9/27/1986,27,9,1986,FALSE,0,56,51,0,0,0,0,51,35,0,0.09,61,49,1,0,0,0,60,39,0,0.33,63,42,1,0.25,0,0,50,44,1,0.01,61,46,1,0.3,0,0,50,43,1,
9/28/1986,28,9,1986,TRUE,0.04,60,52,1,0.14,0,0,49,39,1,0,56,51,0,0,0,0,51,35,0,0.09,61,49,1,0,0,0,60,39,0,0.33,63,42,1,0.25,0,0,50,44,1,
9/29/1986,29,9,1986,TRUE,0.14,56,52,1,0.07,0,0,48,42,1,0.04,60,52,1,0.14,0,0,49,39,1,0,56,51,0,0,0,0,51,35,0,0.09,61,49,1,0,0,0,60,39,0,
9/30/1986,30,9,1986,TRUE,0.02,60,49,1,0.43,0,0,50,39,1,0.14,56,52,1,0.07,0,0,48,42,1,0.04,60,52,1,0.14,0,0,49,39,1,0,56,51,0,0,0,0,51,35,0,
10/1/1986,1,10,1986,FALSE,0,58,47,0,0.35,0,0,49,38,1,0.02,60,49,1,0.43,0,0,50,39,1,0.14,56,52,1,0.07,0,0,48,42,1,0.04,60,52,1,0.14,0,0,49,39,1,
10/2/1986,2,10,1986,FALSE,0,57,47,0,1.22,0,0,54,42,1,0,58,47,0,0.35,0,0,49,38,1,0.02,60,49,1,0.43,0,0,50,39,1,0.14,56,52,1,0.07,0,0,48,42,1,
10/3/1986,3,10,1986,FALSE,0,64,46,0,2.01,0,0,54,47,1,0,57,47,0,1.22,0,0,54,42,1,0,58,47,0,0.35,0,0,49,38,1,0.02,60,49,1,0.43,0,0,50,39,1,
10/4/1986,4,10,1986,FALSE,0,69,52,0,1.73,0,0,55,47,1,0,64,46,0,2.01,0,0,54,47,1,0,57,47,0,1.22,0,0,54,42,1,0,58,47,0,0.35,0,0,49,38,1,
10/5/1986,5,10,1986,FALSE,0,67,52,0,2.74,0,0,50,45,1,0,69,52,0,1.73,0,0,55,47,1,0,64,46,0,2.01,0,0,54,47,1,0,57,47,0,1.22,0,0,54,42,1,
10/6/1986,6,10,1986,FALSE,0,59,51,0,2.42,0,0,45,44,1,0,67,52,0,2.74,0,0,50,45,1,0,69,52,0,1.73,0,0,55,47,1,0,64,46,0,2.01,0,0,54,47,1,
10/7/1986,7,10,1986,FALSE,0,65,50,0,0.38,0,0,47,40,1,0,59,51,0,2.42,0,0,45,44,1,0,67,52,0,2.74,0,0,50,45,1,0,69,52,0,1.73,0,0,55,47,1,
10/8/1986,8,10,1986,FALSE,0,57,49,0,2.02,0,0,49,42,1,0,65,50,0,0.38,0,0,47,40,1,0,59,51,0,2.42,0,0,45,44,1,0,67,52,0,2.74,0,0,50,45,1,
10/9/1986,9,10,1986,FALSE,0,65,50,0,0.88,0,0,50,44,1,0,57,49,0,2.02,0,0,49,42,1,0,65,50,0,0.38,0,0,47,40,1,0,59,51,0,2.42,0,0,45,44,1,
10/10/1986,10,10,1986,FALSE,0,67,50,0,0.33,0,0,49,39,1,0,65,50,0,0.88,0,0,50,44,1,0,57,49,0,2.02,0,0,49,42,1,0,65,50,0,0.38,0,0,47,40,1,
10/11/1986,11,10,1986,FALSE,0,73,47,0,0.03,0,0,45,33,1,0,67,50,0,0.33,0,0,49,39,1,0,65,50,0,0.88,0,0,50,44,1,0,57,49,0,2.02,0,0,49,42,1,
10/12/1986,12,10,1986,FALSE,0,68,41,0,0.62,0,0,45,38,1,0,73,47,0,0.03,0,0,45,33,1,0,67,50,0,0.33,0,0,49,39,1,0,65,50,0,0.88,0,0,50,44,1,
10/13/1986,13,10,1986,FALSE,0,65,41,0,0.22,0,0,47,40,1,0,68,41,0,0.62,0,0,45,38,1,0,73,47,0,0.03,0,0,45,33,1,0,67,50,0,0.33,0,0,49,39,1,
10/14/1986,14,10,1986,FALSE,0,60,42,0,2.58,0,0,54,42,1,0,65,41,0,0.22,0,0,47,40,1,0,68,41,0,0.62,0,0,45,38,1,0,73,47,0,0.03,0,0,45,33,1,
10/15/1986,15,10,1986,FALSE,0,65,41,0,3.71,0,0,45,42,1,0,60,42,0,2.58,0,0,54,42,1,0,65,41,0,0.22,0,0,47,40,1,0,68,41,0,0.62,0,0,45,38,1,
10/16/1986,16,10,1986,FALSE,0,49,44,0,2.35,0,0,45,41,1,0,65,41,0,3.71,0,0,45,42,1,0,60,42,0,2.58,0,0,54,42,1,0,65,41,0,0.22,0,0,47,40,1,
10/17/1986,17,10,1986,FALSE,0,57,44,0,0.39,0,0,46,39,1,0,49,44,0,2.35,0,0,45,41,1,0,65,41,0,3.71,0,0,45,42,1,0,60,42,0,2.58,0,0,54,42,1,
10/18/1986,18,10,1986,FALSE,0,54,43,0,0.17,0,0,45,38,1,0,57,44,0,0.39,0,0,46,39,1,0,49,44,0,2.35,0,0,45,41,1,0,65,41,0,3.71,0,0,45,42,1,
10/19/1986,19,10,1986,FALSE,0,56,43,0,1,0,0,42,38,1,0,54,43,0,0.17,0,0,45,38,1,0,57,44,0,0.39,0,0,46,39,1,0,49,44,0,2.35,0,0,45,41,1,
10/20/1986,20,10,1986,FALSE,0,65,42,0,1.02,0,0,47,38,1,0,56,43,0,1,0,0,42,38,1,0,54,43,0,0.17,0,0,45,38,1,0,57,44,0,0.39,0,0,46,39,1,
10/21/1986,21,10,1986,FALSE,0,60,44,0,0.89,0,0,52,38,1,0,65,42,0,1.02,0,0,47,38,1,0,56,43,0,1,0,0,42,38,1,0,54,43,0,0.17,0,0,45,38,1,
10/22/1986,22,10,1986,FALSE,0,62,43,0,1.56,0,0,45,38,1,0,60,44,0,0.89,0,0,52,38,1,0,65,42,0,1.02,0,0,47,38,1,0,56,43,0,1,0,0,42,38,1,
10/23/1986,23,10,1986,FALSE,0,67,38,0,0.98,0,0,46,39,1,0,62,43,0,1.56,0,0,45,38,1,0,60,44,0,0.89,0,0,52,38,1,0,65,42,0,1.02,0,0,47,38,1,
10/24/1986,24,10,1986,TRUE,0.04,69,52,1,1.53,0,0,46,40,1,0,67,38,0,0.98,0,0,46,39,1,0,62,43,0,1.56,0,0,45,38,1,0,60,44,0,0.89,0,0,52,38,1,
10/25/1986,25,10,1986,TRUE,1.16,61,56,1,0,0,0,45,38,0,0.04,69,52,1,1.53,0,0,46,40,1,0,67,38,0,0.98,0,0,46,39,1,0,62,43,0,1.56,0,0,45,38,1,
10/26/1986,26,10,1986,TRUE,2.13,61,55,1,0,0,0,50,37,0,1.16,61,56,1,0,0,0,45,38,0,0.04,69,52,1,1.53,0,0,46,40,1,0,67,38,0,0.98,0,0,46,39,1,
10/27/1986,27,10,1986,TRUE,0.19,61,51,1,0,0,0,46,43,0,2.13,61,55,1,0,0,0,50,37,0,1.16,61,56,1,0,0,0,45,38,0,0.04,69,52,1,1.53,0,0,46,40,1,
10/28/1986,28,10,1986,FALSE,0,61,47,0,0,0,0,45,32,0,0.19,61,51,1,0,0,0,46,43,0,2.13,61,55,1,0,0,0,50,37,0,1.16,61,56,1,0,0,0,45,38,0,
10/29/1986,29,10,1986,TRUE,0.26,65,45,1,0,0,0,40,29,0,0,61,47,0,0,0,0,45,32,0,0.19,61,51,1,0,0,0,46,43,0,2.13,61,55,1,0,0,0,50,37,0,
10/30/1986,30,10,1986,TRUE,0.21,54,50,1,0,0,0,45,30,0,0.26,65,45,1,0,0,0,40,29,0,0,61,47,0,0,0,0,45,32,0,0.19,61,51,1,0,0,0,46,43,0,
10/31/1986,31,10,1986,TRUE,0.22,58,46,1,0,0,0,34,24,0,0.21,54,50,1,0,0,0,45,30,0,0.26,65,45,1,0,0,0,40,29,0,0,61,47,0,0,0,0,45,32,0,
11/1/1986,1,11,1986,FALSE,0,55,45,0,3,2.7,,33,28,1,0.22,58,46,1,0,0,0,34,24,0,0.21,54,50,1,0,0,0,45,30,0,0.26,65,45,1,0,0,0,40,29,0,
11/2/1986,2,11,1986,FALSE,0,51,45,0,0.97,0,0,37,32,1,0,55,45,0,3,2.7,,33,28,1,0.22,58,46,1,0,0,0,34,24,0,0.21,54,50,1,0,0,0,45,30,0,
11/3/1986,3,11,1986,FALSE,0,50,46,0,1.22,0,0,49,35,1,0,51,45,0,0.97,0,0,37,32,1,0,55,45,0,3,2.7,,33,28,1,0.22,58,46,1,0,0,0,34,24,0,
11/4/1986,4,11,1986,FALSE,0,48,45,0,0.26,0,0,46,41,1,0,50,46,0,1.22,0,0,49,35,1,0,51,45,0,0.97,0,0,37,32,1,0,55,45,0,3,2.7,,33,28,1,
11/5/1986,5,11,1986,TRUE,0.57,52,44,1,0.3,0,0,44,40,1,0,48,45,0,0.26,0,0,46,41,1,0,50,46,0,1.22,0,0,49,35,1,0,51,45,0,0.97,0,0,37,32,1,
11/6/1986,6,11,1986,TRUE,0.02,50,44,1,0.34,0,0,43,32,1,0.57,52,44,1,0.3,0,0,44,40,1,0,48,45,0,0.26,0,0,46,41,1,0,50,46,0,1.22,0,0,49,35,1,
11/7/1986,7,11,1986,TRUE,0.02,50,40,1,0,0,0,33,25,0,0.02,50,44,1,0.34,0,0,43,32,1,0.57,52,44,1,0.3,0,0,44,40,1,0,48,45,0,0.26,0,0,46,41,1,
11/8/1986,8,11,1986,FALSE,0,49,39,0,0,0,0,28,22,0,0.02,50,40,1,0,0,0,33,25,0,0.02,50,44,1,0.34,0,0,43,32,1,0.57,52,44,1,0.3,0,0,44,40,1,
11/9/1986,9,11,1986,FALSE,0,45,33,0,0,0,0,24,19,0,0,49,39,0,0,0,0,28,22,0,0.02,50,40,1,0,0,0,33,25,0,0.02,50,44,1,0.34,0,0,43,32,1,
11/10/1986,10,11,1986,FALSE,0,43,31,0,0.75,7,7,28,20,1,0,45,33,0,0,0,0,24,19,0,0,49,39,0,0,0,0,28,22,0,0.02,50,40,1,0,0,0,33,25,0,
11/11/1986,11,11,1986,FALSE,0,49,40,0,0,0,6,35,23,0,0,43,31,0,0.75,7,7,28,20,1,0,45,33,0,0,0,0,24,19,0,0,49,39,0,0,0,0,28,22,0,
11/12/1986,12,11,1986,FALSE,0,50,40,0,1.1,12.5,17,34,24,1,0,49,40,0,0,0,6,35,23,0,0,43,31,0,0.75,7,7,28,20,1,0,45,33,0,0,0,0,24,19,0,
11/13/1986,13,11,1986,TRUE,0.25,47,40,1,0.15,2,18,36,28,1,0,50,40,0,1.1,12.5,17,34,24,1,0,49,40,0,0,0,6,35,23,0,0,43,31,0,0.75,7,7,28,20,1,
11/14/1986,14,11,1986,TRUE,0.04,49,41,1,0.58,6.5,24,30,23,1,0.25,47,40,1,0.15,2,18,36,28,1,0,50,40,0,1.1,12.5,17,34,24,1,0,49,40,0,0,0,6,35,23,0,
11/15/1986,15,11,1986,TRUE,0.04,48,38,1,0.07,1.5,25,34,27,1,0.04,49,41,1,0.58,6.5,24,30,23,1,0.25,47,40,1,0.15,2,18,36,28,1,0,50,40,0,1.1,12.5,17,34,24,1,
11/16/1986,16,11,1986,TRUE,0.07,48,43,1,0,0,25,38,19,0,0.04,48,38,1,0.07,1.5,25,34,27,1,0.04,49,41,1,0.58,6.5,24,30,23,1,0.25,47,40,1,0.15,2,18,36,28,1,
11/17/1986,17,11,1986,FALSE,0,51,41,0,0,0,24,29,20,0,0.07,48,43,1,0,0,25,38,19,0,0.04,48,38,1,0.07,1.5,25,34,27,1,0.04,49,41,1,0.58,6.5,24,30,23,1,
11/18/1986,18,11,1986,TRUE,0.64,52,44,1,0,0,23,20,17,0,0,51,41,0,0,0,24,29,20,0,0.07,48,43,1,0,0,25,38,19,0,0.04,48,38,1,0.07,1.5,25,34,27,1,
11/19/1986,19,11,1986,TRUE,0.19,57,46,1,0,0,23,19,17,0,0.64,52,44,1,0,0,23,20,17,0,0,51,41,0,0,0,24,29,20,0,0.07,48,43,1,0,0,25,38,19,0,
11/20/1986,20,11,1986,TRUE,0.84,58,47,1,0,0,23,20,14,0,0.19,57,46,1,0,0,23,19,17,0,0.64,52,44,1,0,0,23,20,17,0,0,51,41,0,0,0,24,29,20,0,
11/21/1986,21,11,1986,TRUE,0.26,50,44,1,0.43,4.5,27,14,12,1,0.84,58,47,1,0,0,23,20,14,0,0.19,57,46,1,0,0,23,19,17,0,0.64,52,44,1,0,0,23,20,17,0,
11/22/1986,22,11,1986,TRUE,0.06,50,43,1,0.21,2.5,29,18,13,1,0.26,50,44,1,0.43,4.5,27,14,12,1,0.84,58,47,1,0,0,23,20,14,0,0.19,57,46,1,0,0,23,19,17,0,
11/23/1986,23,11,1986,TRUE,2.49,54,45,1,1.08,11,38,30,14,1,0.06,50,43,1,0.21,2.5,29,18,13,1,0.26,50,44,1,0.43,4.5,27,14,12,1,0.84,58,47,1,0,0,23,20,14,0,
11/24/1986,24,11,1986,TRUE,1.34,46,39,1,0.15,1,30,39,32,1,2.49,54,45,1,1.08,11,38,30,14,1,0.06,50,43,1,0.21,2.5,29,18,13,1,0.26,50,44,1,0.43,4.5,27,14,12,1,
11/25/1986,25,11,1986,TRUE,0.18,49,39,1,0.63,0,27,38,30,1,1.34,46,39,1,0.15,1,30,39,32,1,2.49,54,45,1,1.08,11,38,30,14,1,0.06,50,43,1,0.21,2.5,29,18,13,1,
11/26/1986,26,11,1986,TRUE,0.57,52,41,1,0.25,4,30,38,28,1,0.18,49,39,1,0.63,0,27,38,30,1,1.34,46,39,1,0.15,1,30,39,32,1,2.49,54,45,1,1.08,11,38,30,14,1,
11/27/1986,27,11,1986,FALSE,0,51,43,0,0.42,3.7,33,30,27,1,0.57,52,41,1,0.25,4,30,38,28,1,0.18,49,39,1,0.63,0,27,38,30,1,1.34,46,39,1,0.15,1,30,39,32,1,
11/28/1986,28,11,1986,TRUE,0.38,46,35,1,0.1,0,30,40,27,1,0,51,43,0,0.42,3.7,33,30,27,1,0.57,52,41,1,0.25,4,30,38,28,1,0.18,49,39,1,0.63,0,27,38,30,1,
11/29/1986,29,11,1986,FALSE,0,42,29,0,0.37,0,25,39,35,1,0.38,46,35,1,0.1,0,30,40,27,1,0,51,43,0,0.42,3.7,33,30,27,1,0.57,52,41,1,0.25,4,30,38,28,1,
11/30/1986,30,11,1986,TRUE,0.02,45,39,1,0.13,0,22,40,35,1,0,42,29,0,0.37,0,25,39,35,1,0.38,46,35,1,0.1,0,30,40,27,1,0,51,43,0,0.42,3.7,33,30,27,1,
12/1/1986,1,12,1986,TRUE,0.05,48,35,1,0.11,0,18,38,33,1,0.02,45,39,1,0.13,0,22,40,35,1,0,42,29,0,0.37,0,25,39,35,1,0.38,46,35,1,0.1,0,30,40,27,1,
12/2/1986,2,12,1986,FALSE,0,44,32,0,1.34,0,16,38,32,1,0.05,48,35,1,0.11,0,18,38,33,1,0.02,45,39,1,0.13,0,22,40,35,1,0,42,29,0,0.37,0,25,39,35,1,
12/3/1986,3,12,1986,FALSE,0,48,32,0,0,0,15,35,27,0,0,44,32,0,1.34,0,16,38,32,1,0.05,48,35,1,0.11,0,18,38,33,1,0.02,45,39,1,0.13,0,22,40,35,1,
12/4/1986,4,12,1986,FALSE,0,44,35,0,0,0,15,33,20,0,0,48,32,0,0,0,15,35,27,0,0,44,32,0,1.34,0,16,38,32,1,0.05,48,35,1,0.11,0,18,38,33,1,
12/5/1986,5,12,1986,TRUE,0.12,41,37,1,0.35,3,18,25,18,1,0,44,35,0,0,0,15,33,20,0,0,48,32,0,0,0,15,35,27,0,0,44,32,0,1.34,0,16,38,32,1,
12/6/1986,6,12,1986,FALSE,0,41,30,0,2.57,9,23,43,25,1,0.12,41,37,1,0.35,3,18,25,18,1,0,44,35,0,0,0,15,33,20,0,0,48,32,0,0,0,15,35,27,0,
12/7/1986,7,12,1986,FALSE,0,40,35,0,0.17,0,21,39,32,1,0,41,30,0,2.57,9,23,43,25,1,0.12,41,37,1,0.35,3,18,25,18,1,0,44,35,0,0,0,15,33,20,0,
12/8/1986,8,12,1986,FALSE,0,44,33,0,0.31,3,22,38,32,1,0,40,35,0,0.17,0,21,39,32,1,0,41,30,0,2.57,9,23,43,25,1,0.12,41,37,1,0.35,3,18,25,18,1,
12/9/1986,9,12,1986,FALSE,0,46,29,0,0.52,0,20,43,37,1,0,44,33,0,0.31,3,22,38,32,1,0,40,35,0,0.17,0,21,39,32,1,0,41,30,0,2.57,9,23,43,25,1,
12/10/1986,10,12,1986,FALSE,0,47,29,0,0,0,19,41,32,0,0,46,29,0,0.52,0,20,43,37,1,0,44,33,0,0.31,3,22,38,32,1,0,40,35,0,0.17,0,21,39,32,1,
12/11/1986,11,12,1986,TRUE,0.05,44,33,1,0,0,19,33,29,0,0,47,29,0,0,0,19,41,32,0,0,46,29,0,0.52,0,20,43,37,1,0,44,33,0,0.31,3,22,38,32,1,
